cell,true_label,cluster
B8.B003275.3_38_F.1.1,endothelial cell,1
B8.B003290.3_38_F.1.1,endothelial cell,1
B8.MAA000424.3_11_M.1.1,oligodendrocyte,0
B8.MAA000560.3_10_M.1.1,oligodendrocyte,0
B8.MAA000564.3_10_M.1.1,oligodendrocyte,0
B8.MAA000615.3_10_M.1.1,endothelial cell,1
B8.MAA000926.3_9_M.1.1,oligodendrocyte,0
B8.MAA000930.3_8_M.1.1,oligodendrocyte,0
B8.MAA000932.3_11_M.1.1,endothelial cell,1
B8.MAA001854.3_38_F.1.1,endothelial cell,1
B8.MAA001894.3_39_F.1.1,astrocyte,2
B8.MAA001895.3_38_F.1.1,brain pericyte,4
B9.B003277.3_39_F.1.1,oligodendrocyte,6
B9.B003290.3_38_F.1.1,endothelial cell,1
B9.MAA000560.3_10_M.1.1,astrocyte,2
B9.MAA000578.3_10_M.1.1,oligodendrocyte,0
B9.MAA000615.3_10_M.1.1,astrocyte,2
B9.MAA000923.3_9_M.1.1,oligodendrocyte,0
B9.MAA000926.3_9_M.1.1,astrocyte,2
B9.MAA000930.3_8_M.1.1,oligodendrocyte,0
B9.MAA000932.3_11_M.1.1,endothelial cell,1
B9.MAA000935.3_8_M.1.1,oligodendrocyte,0
B9.MAA000944.3_9_M.1.1,astrocyte,2
B9.MAA001845.3_39_F.1.1,endothelial cell,1
B9.MAA001854.3_38_F.1.1,oligodendrocyte,6
B9.MAA001894.3_39_F.1.1,astrocyte,2
C1.B000404.3_56_F.1.1,oligodendrocyte precursor cell,5
C1.B003277.3_39_F.1.1,oligodendrocyte,0
C1.B003290.3_38_F.1.1,oligodendrocyte,6
C1.MAA000560.3_10_M.1.1,oligodendrocyte,0
C1.MAA000563.3_10_M.1.1,astrocyte,2
C1.MAA000564.3_10_M.1.1,oligodendrocyte,0
C1.MAA000578.3_10_M.1.1,Bergmann glial cell,2
C1.MAA000638.3_9_M.1.1,oligodendrocyte,0
C1.MAA000926.3_9_M.1.1,astrocyte,2
C1.MAA000930.3_8_M.1.1,oligodendrocyte,0
C1.MAA000932.3_11_M.1.1,endothelial cell,1
C1.MAA000940.3_8_M.1.1,neuron,3
C1.MAA000941.3_8_M.1.1,oligodendrocyte,0
C1.MAA000942.3_8_M.1.1,astrocyte,2
C1.MAA001894.3_39_F.1.1,astrocyte,2
C1.MAA001895.3_38_F.1.1,brain pericyte,4
C10.B003275.3_38_F.1.1,endothelial cell,1
C10.B003290.3_38_F.1.1,endothelial cell,1
C10.MAA000581.3_10_M.1.1,oligodendrocyte,0
C10.MAA000615.3_10_M.1.1,oligodendrocyte precursor cell,5
C10.MAA000925.3_9_M.1.1,oligodendrocyte,0
C10.MAA000926.3_9_M.1.1,oligodendrocyte,0
C10.MAA000935.3_8_M.1.1,oligodendrocyte,0
C10.MAA000944.3_9_M.1.1,oligodendrocyte,0
C10.MAA001845.3_39_F.1.1,endothelial cell,1
C11.B003275.3_38_F.1.1,oligodendrocyte precursor cell,5
C11.MAA000553.3_10_M.1.1,endothelial cell,1
C11.MAA000560.3_10_M.1.1,oligodendrocyte,0
C11.MAA000638.3_9_M.1.1,endothelial cell,1
C11.MAA000926.3_9_M.1.1,oligodendrocyte,0
C11.MAA000932.3_11_M.1.1,endothelial cell,1
C11.MAA001894.3_39_F.1.1,neuron,5
C12.B003275.3_38_F.1.1,oligodendrocyte,5
C12.B003290.3_38_F.1.1,endothelial cell,1
C12.MAA000553.3_10_M.1.1,endothelial cell,1
C12.MAA000560.3_10_M.1.1,astrocyte,2
C12.MAA000561.3_10_M.1.1,neuron,3
C12.MAA000581.3_10_M.1.1,endothelial cell,1
C12.MAA000615.3_10_M.1.1,oligodendrocyte,0
C12.MAA000641.3_9_M.1.1,endothelial cell,1
C12.MAA000923.3_9_M.1.1,oligodendrocyte,0
C12.MAA000926.3_9_M.1.1,oligodendrocyte,0
C12.MAA000942.3_8_M.1.1,astrocyte,2
C12.MAA000944.3_9_M.1.1,oligodendrocyte,0
C12.MAA001895.3_38_F.1.1,endothelial cell,1
C13.B000621.3_56_F.1.1,astrocyte,2
C13.B003275.3_38_F.1.1,endothelial cell,1
C13.B003290.3_38_F.1.1,endothelial cell,1
C13.MAA000560.3_10_M.1.1,oligodendrocyte,0
C13.MAA000563.3_10_M.1.1,oligodendrocyte,0
C13.MAA000564.3_10_M.1.1,oligodendrocyte,0
C13.MAA000581.3_10_M.1.1,endothelial cell,1
C13.MAA000615.3_10_M.1.1,neuron,5
C13.MAA000638.3_9_M.1.1,neuron,3
C13.MAA000923.3_9_M.1.1,oligodendrocyte,0
C13.MAA000926.3_9_M.1.1,endothelial cell,1
C13.MAA000935.3_8_M.1.1,astrocyte,2
C13.MAA000942.3_8_M.1.1,oligodendrocyte,0
C13.MAA000944.3_9_M.1.1,oligodendrocyte,0
C13.MAA001894.3_39_F.1.1,astrocyte,2
C14.B000621.3_56_F.1.1,oligodendrocyte,0
C14.B003275.3_38_F.1.1,endothelial cell,1
C14.MAA000560.3_10_M.1.1,oligodendrocyte,0
C14.MAA000563.3_10_M.1.1,astrocyte,2
C14.MAA000615.3_10_M.1.1,neuron,5
C14.MAA000926.3_9_M.1.1,endothelial cell,1
C14.MAA001894.3_39_F.1.1,oligodendrocyte,0
C15.B003275.3_38_F.1.1,endothelial cell,1
C15.B003290.3_38_F.1.1,endothelial cell,1
C15.MAA000564.3_10_M.1.1,oligodendrocyte,0
C15.MAA000581.3_10_M.1.1,neuron,3
C15.MAA000638.3_9_M.1.1,oligodendrocyte,6
C15.MAA000641.3_9_M.1.1,endothelial cell,1
C15.MAA000926.3_9_M.1.1,brain pericyte,4
C15.MAA000935.3_8_M.1.1,endothelial cell,1
C15.MAA000942.3_8_M.1.1,oligodendrocyte,0
C15.MAA000944.3_9_M.1.1,oligodendrocyte,0
C15.MAA001895.3_38_F.1.1,endothelial cell,1
C16.B003275.3_38_F.1.1,endothelial cell,1
C16.MAA000560.3_10_M.1.1,astrocyte,2
C16.MAA000581.3_10_M.1.1,endothelial cell,1
C16.MAA000926.3_9_M.1.1,endothelial cell,1
C16.MAA000935.3_8_M.1.1,oligodendrocyte,0
C16.MAA000942.3_8_M.1.1,neuron,3
C16.MAA000944.3_9_M.1.1,endothelial cell,1
C16.MAA000947.3_9_M.1.1,endothelial cell,1
C16.MAA001853.3_38_F.1.1,neuron,3
C16.MAA001895.3_38_F.1.1,brain pericyte,4
C17.B003275.3_38_F.1.1,neuron,5
C17.B003290.3_38_F.1.1,oligodendrocyte,0
C17.MAA000561.3_10_M.1.1,brain pericyte,4
C17.MAA000581.3_10_M.1.1,brain pericyte,4
C17.MAA000638.3_9_M.1.1,oligodendrocyte,6
C17.MAA000641.3_9_M.1.1,oligodendrocyte precursor cell,5
C17.MAA000924.3_8_M.1.1,oligodendrocyte,6
C17.MAA000925.3_9_M.1.1,oligodendrocyte,0
C17.MAA000926.3_9_M.1.1,oligodendrocyte,0
C17.MAA000932.3_11_M.1.1,endothelial cell,1
C17.MAA000940.3_8_M.1.1,oligodendrocyte,6
C17.MAA000942.3_8_M.1.1,oligodendrocyte,0
C17.MAA000944.3_9_M.1.1,astrocyte,2
C18.B000621.3_56_F.1.1,oligodendrocyte,0
C18.MAA000560.3_10_M.1.1,oligodendrocyte,0
C18.MAA000561.3_10_M.1.1,neuron,3
C18.MAA000564.3_10_M.1.1,oligodendrocyte,0
C18.MAA000581.3_10_M.1.1,endothelial cell,1
C18.MAA000925.3_9_M.1.1,oligodendrocyte,0
C18.MAA000926.3_9_M.1.1,endothelial cell,1
C18.MAA000930.3_8_M.1.1,oligodendrocyte,0
C18.MAA000940.3_8_M.1.1,oligodendrocyte,0
C18.MAA000941.3_8_M.1.1,endothelial cell,6
C18.MAA000942.3_8_M.1.1,neuron,3
C18.MAA000944.3_9_M.1.1,oligodendrocyte,0
C18.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,5
C18.MAA001895.3_38_F.1.1,brain pericyte,4
C19.B003728.3_56_F.1.1,astrocyte,2
C19.MAA000553.3_10_M.1.1,astrocyte,2
C19.MAA000560.3_10_M.1.1,oligodendrocyte,0
C19.MAA000561.3_10_M.1.1,brain pericyte,4
C19.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,5
C19.MAA000581.3_10_M.1.1,endothelial cell,1
C19.MAA000930.3_8_M.1.1,oligodendrocyte,0
C19.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,5
C19.MAA000940.3_8_M.1.1,neuron,3
C19.MAA000941.3_8_M.1.1,brain pericyte,4
C19.MAA000944.3_9_M.1.1,oligodendrocyte,0
C19.MAA000947.3_9_M.1.1,oligodendrocyte,0
C19.MAA001895.3_38_F.1.1,brain pericyte,4
C2.B003290.3_38_F.1.1,endothelial cell,1
C2.MAA000560.3_10_M.1.1,oligodendrocyte,0
C2.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,5
C2.MAA000641.3_9_M.1.1,oligodendrocyte,6
C2.MAA000932.3_11_M.1.1,brain pericyte,4
C2.MAA000935.3_8_M.1.1,oligodendrocyte,0
C2.MAA000944.3_9_M.1.1,astrocyte,2
C2.MAA001845.3_39_F.1.1,endothelial cell,1
C2.MAA001894.3_39_F.1.1,oligodendrocyte,0
C20.B003277.3_39_F.1.1,oligodendrocyte,6
C20.B003728.3_56_F.1.1,astrocyte,6
C20.MAA000560.3_10_M.1.1,oligodendrocyte,0
C20.MAA000581.3_10_M.1.1,brain pericyte,4
C20.MAA000940.3_8_M.1.1,neuron,3
C20.MAA000941.3_8_M.1.1,endothelial cell,1
C20.MAA000944.3_9_M.1.1,oligodendrocyte,6
C20.MAA001895.3_38_F.1.1,endothelial cell,1
C21.B003275.3_38_F.1.1,endothelial cell,1
C21.MAA000424.3_11_M.1.1,endothelial cell,1
C21.MAA000560.3_10_M.1.1,oligodendrocyte,0
C21.MAA000581.3_10_M.1.1,endothelial cell,1
C21.MAA000926.3_9_M.1.1,oligodendrocyte,0
C21.MAA000944.3_9_M.1.1,astrocyte,2
C21.MAA001895.3_38_F.1.1,brain pericyte,4
C22.B000404.3_56_F.1.1,oligodendrocyte,0
C22.B003290.3_38_F.1.1,neuron,3
C22.B003728.3_56_F.1.1,astrocyte,2
C22.MAA000553.3_10_M.1.1,endothelial cell,1
C22.MAA000560.3_10_M.1.1,oligodendrocyte,0
C22.MAA000578.3_10_M.1.1,oligodendrocyte,0
C22.MAA000581.3_10_M.1.1,brain pericyte,4
C22.MAA000902.3_11_M.1.1,astrocyte,2
C22.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,5
C22.MAA000940.3_8_M.1.1,neuron,3
C22.MAA000944.3_9_M.1.1,neuron,3
C22.MAA001894.3_39_F.1.1,astrocyte,2
C3.B003290.3_38_F.1.1,endothelial cell,1
C3.MAA000560.3_10_M.1.1,oligodendrocyte,0
C3.MAA000564.3_10_M.1.1,neuron,5
C3.MAA000578.3_10_M.1.1,neuron,6
C3.MAA000638.3_9_M.1.1,oligodendrocyte,5
C3.MAA000641.3_9_M.1.1,brain pericyte,4
C3.MAA000926.3_9_M.1.1,brain pericyte,4
C3.MAA000930.3_8_M.1.1,oligodendrocyte,0
C3.MAA000932.3_11_M.1.1,endothelial cell,1
C3.MAA000944.3_9_M.1.1,astrocyte,2
C3.MAA001845.3_39_F.1.1,endothelial cell,1
C4.B003290.3_38_F.1.1,brain pericyte,4
C4.MAA000424.3_11_M.1.1,oligodendrocyte,0
C4.MAA000641.3_9_M.1.1,oligodendrocyte,6
C4.MAA000923.3_9_M.1.1,oligodendrocyte,0
C4.MAA000926.3_9_M.1.1,oligodendrocyte,0
C4.MAA000930.3_8_M.1.1,oligodendrocyte,0
C4.MAA000932.3_11_M.1.1,endothelial cell,1
C4.MAA000940.3_8_M.1.1,neuron,3
C4.MAA000942.3_8_M.1.1,oligodendrocyte,0
C4.MAA000944.3_9_M.1.1,oligodendrocyte,0
C4.MAA001845.3_39_F.1.1,endothelial cell,1
C4.MAA001895.3_38_F.1.1,endothelial cell,1
C5.B003290.3_38_F.1.1,astrocyte,6
C5.B003728.3_56_F.1.1,oligodendrocyte,0
C5.MAA000560.3_10_M.1.1,oligodendrocyte,0
C5.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,5
C5.MAA000926.3_9_M.1.1,oligodendrocyte,0
C5.MAA000930.3_8_M.1.1,oligodendrocyte,0
C5.MAA000932.3_11_M.1.1,endothelial cell,1
C5.MAA000942.3_8_M.1.1,oligodendrocyte,0
C5.MAA000944.3_9_M.1.1,oligodendrocyte,0
C5.MAA001895.3_38_F.1.1,endothelial cell,1
C6.B003290.3_38_F.1.1,endothelial cell,1
C6.MAA000560.3_10_M.1.1,oligodendrocyte,0
C6.MAA000563.3_10_M.1.1,oligodendrocyte,0
C6.MAA000615.3_10_M.1.1,oligodendrocyte,0
C6.MAA000923.3_9_M.1.1,oligodendrocyte,0
C6.MAA000926.3_9_M.1.1,oligodendrocyte,0
C6.MAA000930.3_8_M.1.1,oligodendrocyte,0
C6.MAA000932.3_11_M.1.1,neuron,5
C6.MAA000941.3_8_M.1.1,brain pericyte,4
C6.MAA000942.3_8_M.1.1,neuron,5
C6.MAA000944.3_9_M.1.1,astrocyte,2
C7.B003277.3_39_F.1.1,neuron,6
C7.B003290.3_38_F.1.1,endothelial cell,1
C7.MAA000560.3_10_M.1.1,astrocyte,2
C7.MAA000615.3_10_M.1.1,oligodendrocyte,0
C7.MAA000926.3_9_M.1.1,brain pericyte,4
C7.MAA000930.3_8_M.1.1,oligodendrocyte,0
C7.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,5
C7.MAA000940.3_8_M.1.1,neuron,3
C7.MAA000942.3_8_M.1.1,oligodendrocyte,0
C7.MAA001845.3_39_F.1.1,endothelial cell,1
C8.B003290.3_38_F.1.1,brain pericyte,4
C8.MAA000581.3_10_M.1.1,oligodendrocyte,0
C8.MAA000615.3_10_M.1.1,oligodendrocyte,0
C8.MAA000926.3_9_M.1.1,astrocyte,2
C8.MAA000930.3_8_M.1.1,oligodendrocyte,0
C8.MAA000932.3_11_M.1.1,endothelial cell,1
C8.MAA000944.3_9_M.1.1,oligodendrocyte,0
C8.MAA001845.3_39_F.1.1,endothelial cell,1
C8.MAA001894.3_39_F.1.1,oligodendrocyte,0
C9.B003728.3_56_F.1.1,astrocyte,2
C9.MAA000560.3_10_M.1.1,oligodendrocyte,0
C9.MAA000615.3_10_M.1.1,oligodendrocyte,0
C9.MAA000923.3_9_M.1.1,oligodendrocyte,0
C9.MAA000926.3_9_M.1.1,astrocyte,2
C9.MAA000932.3_11_M.1.1,endothelial cell,1
C9.MAA000944.3_9_M.1.1,oligodendrocyte,0
C9.MAA001845.3_39_F.1.1,endothelial cell,1
C9.MAA001895.3_38_F.1.1,brain pericyte,4
D1.MAA000560.3_10_M.1.1,oligodendrocyte,0
D1.MAA000926.3_9_M.1.1,oligodendrocyte,0
D1.MAA000930.3_8_M.1.1,astrocyte,2
D1.MAA000932.3_11_M.1.1,endothelial cell,1
D1.MAA000944.3_9_M.1.1,oligodendrocyte,0
D1.MAA001895.3_38_F.1.1,endothelial cell,1
D10.B003275.3_38_F.1.1,oligodendrocyte precursor cell,5
D10.B003728.3_56_F.1.1,oligodendrocyte,6
D10.MAA000560.3_10_M.1.1,endothelial cell,1
D10.MAA000578.3_10_M.1.1,neuron,3
D10.MAA000615.3_10_M.1.1,astrocyte,2
D10.MAA000926.3_9_M.1.1,oligodendrocyte,0
D10.MAA000942.3_8_M.1.1,oligodendrocyte,0
D10.MAA001845.3_39_F.1.1,endothelial cell,1
D11.B000621.3_56_F.1.1,endothelial cell,1
D11.B003275.3_38_F.1.1,endothelial cell,1
D11.MAA000553.3_10_M.1.1,endothelial cell,1
D11.MAA000560.3_10_M.1.1,oligodendrocyte,0
D11.MAA000561.3_10_M.1.1,oligodendrocyte,0
D11.MAA000615.3_10_M.1.1,astrocyte,2
D11.MAA000638.3_9_M.1.1,endothelial cell,1
D11.MAA000902.3_11_M.1.1,neuron,5
D11.MAA000923.3_9_M.1.1,oligodendrocyte,0
D11.MAA000926.3_9_M.1.1,oligodendrocyte,0
D11.MAA000935.3_8_M.1.1,oligodendrocyte,0
D11.MAA000942.3_8_M.1.1,oligodendrocyte,0
D11.MAA001845.3_39_F.1.1,endothelial cell,4
D12.B003290.3_38_F.1.1,endothelial cell,1
D12.MAA000424.3_11_M.1.1,neuron,3
D12.MAA000560.3_10_M.1.1,oligodendrocyte,0
D12.MAA000561.3_10_M.1.1,neuron,3
D12.MAA000641.3_9_M.1.1,oligodendrocyte,0
D12.MAA000926.3_9_M.1.1,neuron,3
D12.MAA000941.3_8_M.1.1,oligodendrocyte,0
D12.MAA000944.3_9_M.1.1,oligodendrocyte,0
D12.MAA001895.3_38_F.1.1,brain pericyte,4
D13.B000404.3_56_F.1.1,oligodendrocyte,0
D13.B003275.3_38_F.1.1,endothelial cell,1
D13.B003728.3_56_F.1.1,oligodendrocyte,6
D13.MAA000553.3_10_M.1.1,oligodendrocyte,0
D13.MAA000615.3_10_M.1.1,neuron,3
D13.MAA000638.3_9_M.1.1,oligodendrocyte,6
D13.MAA000926.3_9_M.1.1,astrocyte,2
D13.MAA000941.3_8_M.1.1,endothelial cell,1
D13.MAA000944.3_9_M.1.1,endothelial cell,1
D14.B003275.3_38_F.1.1,endothelial cell,1
D14.B003290.3_38_F.1.1,endothelial cell,1
D14.B003728.3_56_F.1.1,oligodendrocyte,6
D14.MAA000560.3_10_M.1.1,oligodendrocyte,0
D14.MAA000581.3_10_M.1.1,endothelial cell,1
D14.MAA000615.3_10_M.1.1,endothelial cell,1
D14.MAA000926.3_9_M.1.1,endothelial cell,1
D14.MAA000930.3_8_M.1.1,endothelial cell,1
D15.B003275.3_38_F.1.1,endothelial cell,1
D15.MAA000550.3_10_M.1.1,oligodendrocyte,0
D15.MAA000560.3_10_M.1.1,oligodendrocyte,0
D15.MAA000561.3_10_M.1.1,brain pericyte,4
D15.MAA000581.3_10_M.1.1,endothelial cell,1
D15.MAA000925.3_9_M.1.1,oligodendrocyte,0
D15.MAA000926.3_9_M.1.1,endothelial cell,1
D15.MAA000935.3_8_M.1.1,oligodendrocyte precursor cell,5
D15.MAA000944.3_9_M.1.1,oligodendrocyte,0
D15.MAA000947.3_9_M.1.1,oligodendrocyte,0
D16.B000621.3_56_F.1.1,oligodendrocyte,0
D16.MAA000424.3_11_M.1.1,endothelial cell,1
D16.MAA000561.3_10_M.1.1,neuron,3
D16.MAA000581.3_10_M.1.1,endothelial cell,1
D16.MAA000926.3_9_M.1.1,oligodendrocyte,0
D16.MAA000944.3_9_M.1.1,oligodendrocyte,0
D16.MAA000947.3_9_M.1.1,oligodendrocyte,0
D16.MAA001853.3_38_F.1.1,neuron,3
D16.MAA001895.3_38_F.1.1,brain pericyte,4
D17.B000621.3_56_F.1.1,oligodendrocyte,0
D17.B001688.3_38_F.1.1,oligodendrocyte,0
D17.B003275.3_38_F.1.1,endothelial cell,1
D17.B003290.3_38_F.1.1,brain pericyte,4
D17.MAA000560.3_10_M.1.1,brain pericyte,4
D17.MAA000561.3_10_M.1.1,brain pericyte,4
D17.MAA000581.3_10_M.1.1,endothelial cell,1
D17.MAA000902.3_11_M.1.1,oligodendrocyte,0
D17.MAA000923.3_9_M.1.1,endothelial cell,1
D17.MAA000926.3_9_M.1.1,astrocyte,2
D17.MAA000940.3_8_M.1.1,neuron,3
D17.MAA000942.3_8_M.1.1,oligodendrocyte,0
D17.MAA000944.3_9_M.1.1,astrocyte,2
D17.MAA001845.3_39_F.1.1,neuron,3
D18.MAA000561.3_10_M.1.1,endothelial cell,1
D18.MAA000581.3_10_M.1.1,neuron,3
D18.MAA000923.3_9_M.1.1,oligodendrocyte,0
D18.MAA000926.3_9_M.1.1,oligodendrocyte,0
D18.MAA000928.3_9_M.1.1,oligodendrocyte,0
D18.MAA000935.3_8_M.1.1,astrocyte,2
D18.MAA000940.3_8_M.1.1,oligodendrocyte,0
D18.MAA000944.3_9_M.1.1,oligodendrocyte,0
D18.MAA001894.3_39_F.1.1,oligodendrocyte,5
D18.MAA001895.3_38_F.1.1,endothelial cell,1
D19.B003290.3_38_F.1.1,neuron,3
D19.MAA000553.3_10_M.1.1,astrocyte,2
D19.MAA000560.3_10_M.1.1,oligodendrocyte,0
D19.MAA000561.3_10_M.1.1,endothelial cell,1
D19.MAA000564.3_10_M.1.1,oligodendrocyte,0
D19.MAA000581.3_10_M.1.1,endothelial cell,1
D19.MAA000923.3_9_M.1.1,brain pericyte,4
D19.MAA000926.3_9_M.1.1,oligodendrocyte,0
D19.MAA000935.3_8_M.1.1,oligodendrocyte,0
D19.MAA000941.3_8_M.1.1,endothelial cell,1
D19.MAA000944.3_9_M.1.1,oligodendrocyte,0
D2.B003290.3_38_F.1.1,endothelial cell,1
D2.B003728.3_56_F.1.1,oligodendrocyte,0
D2.MAA000564.3_10_M.1.1,oligodendrocyte,0
D2.MAA000615.3_10_M.1.1,oligodendrocyte precursor cell,5
D2.MAA000641.3_9_M.1.1,oligodendrocyte precursor cell,5
D2.MAA000923.3_9_M.1.1,astrocyte,6
D2.MAA000926.3_9_M.1.1,oligodendrocyte,0
D2.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,5
D2.MAA000935.3_8_M.1.1,oligodendrocyte,5
D2.MAA000944.3_9_M.1.1,oligodendrocyte,6
D20.B003275.3_38_F.1.1,oligodendrocyte,6
D20.MAA000560.3_10_M.1.1,astrocyte,2
D20.MAA000563.3_10_M.1.1,oligodendrocyte,0
D20.MAA000578.3_10_M.1.1,oligodendrocyte precursor cell,6
D20.MAA000581.3_10_M.1.1,neuron,3
D20.MAA000926.3_9_M.1.1,oligodendrocyte,6
D20.MAA000930.3_8_M.1.1,oligodendrocyte,0
D20.MAA000944.3_9_M.1.1,oligodendrocyte,0
D20.MAA000947.3_9_M.1.1,astrocyte,2
D20.MAA001853.3_38_F.1.1,neuron,3
D20.MAA001895.3_38_F.1.1,endothelial cell,1
D21.B003275.3_38_F.1.1,endothelial cell,1
D21.MAA000560.3_10_M.1.1,oligodendrocyte,0
D21.MAA000561.3_10_M.1.1,endothelial cell,1
D21.MAA000578.3_10_M.1.1,astrocyte,6
D21.MAA000930.3_8_M.1.1,oligodendrocyte,0
D21.MAA000932.3_11_M.1.1,oligodendrocyte,0
D21.MAA000935.3_8_M.1.1,oligodendrocyte,5
D21.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,5
D22.B003275.3_38_F.1.1,endothelial cell,1
D22.B003290.3_38_F.1.1,neuron,3
D22.MAA000561.3_10_M.1.1,neuron,3
D22.MAA000563.3_10_M.1.1,oligodendrocyte,0
D22.MAA000578.3_10_M.1.1,oligodendrocyte,0
D22.MAA000926.3_9_M.1.1,neuron,3
D22.MAA000930.3_8_M.1.1,oligodendrocyte,0
D22.MAA000935.3_8_M.1.1,oligodendrocyte,0
D22.MAA000941.3_8_M.1.1,oligodendrocyte,0
D22.MAA000944.3_9_M.1.1,oligodendrocyte,0
D3.B003290.3_38_F.1.1,endothelial cell,1
D3.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,5
D3.MAA000641.3_9_M.1.1,oligodendrocyte,6
D3.MAA000926.3_9_M.1.1,oligodendrocyte,6
D3.MAA000928.3_9_M.1.1,oligodendrocyte,0
D3.MAA000930.3_8_M.1.1,astrocyte,2
D3.MAA000932.3_11_M.1.1,endothelial cell,1
D3.MAA000941.3_8_M.1.1,oligodendrocyte,0
D3.MAA000944.3_9_M.1.1,oligodendrocyte,6
D3.MAA000947.3_9_M.1.1,astrocyte,2
D3.MAA001845.3_39_F.1.1,endothelial cell,1
D3.MAA001895.3_38_F.1.1,endothelial cell,1
D4.B003274.3_38_F.1.1,oligodendrocyte,0
D4.B003290.3_38_F.1.1,endothelial cell,1
D4.MAA000550.3_10_M.1.1,oligodendrocyte,0
D4.MAA000560.3_10_M.1.1,astrocyte,2
D4.MAA000564.3_10_M.1.1,astrocyte,6
D4.MAA000615.3_10_M.1.1,oligodendrocyte,0
D4.MAA000926.3_9_M.1.1,oligodendrocyte,0
D4.MAA000935.3_8_M.1.1,oligodendrocyte,0
D4.MAA000942.3_8_M.1.1,astrocyte,2
D4.MAA000944.3_9_M.1.1,oligodendrocyte,0
D4.MAA001845.3_39_F.1.1,endothelial cell,1
D4.MAA001894.3_39_F.1.1,oligodendrocyte,0
D4.MAA001895.3_38_F.1.1,endothelial cell,1
D5.B003274.3_38_F.1.1,oligodendrocyte,6
D5.MAA000560.3_10_M.1.1,astrocyte,2
D5.MAA000564.3_10_M.1.1,endothelial cell,1
D5.MAA000578.3_10_M.1.1,Bergmann glial cell,2
D5.MAA000615.3_10_M.1.1,oligodendrocyte,0
D5.MAA000926.3_9_M.1.1,oligodendrocyte,6
D5.MAA000932.3_11_M.1.1,endothelial cell,1
D5.MAA000941.3_8_M.1.1,astrocyte,2
D5.MAA000944.3_9_M.1.1,astrocyte,2
D5.MAA001845.3_39_F.1.1,endothelial cell,1
D5.MAA001854.3_38_F.1.1,oligodendrocyte,6
D6.B003275.3_38_F.1.1,endothelial cell,1
D6.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,5
D6.MAA000615.3_10_M.1.1,astrocyte,2
D6.MAA000926.3_9_M.1.1,oligodendrocyte,0
D6.MAA000935.3_8_M.1.1,astrocyte,6
D6.MAA000942.3_8_M.1.1,neuron,5
D6.MAA000944.3_9_M.1.1,astrocyte,6
D6.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,5
D6.MAA001894.3_39_F.1.1,endothelial cell,1
D7.B003275.3_38_F.1.1,endothelial cell,1
D7.B003290.3_38_F.1.1,astrocyte,2
D7.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,5
D7.MAA000615.3_10_M.1.1,oligodendrocyte,0
D7.MAA000638.3_9_M.1.1,neuron,3
D7.MAA000926.3_9_M.1.1,oligodendrocyte,0
D7.MAA000932.3_11_M.1.1,endothelial cell,1
D7.MAA000944.3_9_M.1.1,oligodendrocyte,0
D7.MAA001895.3_38_F.1.1,endothelial cell,1
D8.MAA000560.3_10_M.1.1,oligodendrocyte,0
D8.MAA000563.3_10_M.1.1,oligodendrocyte,0
D8.MAA000564.3_10_M.1.1,oligodendrocyte,0
D8.MAA000615.3_10_M.1.1,oligodendrocyte,0
D8.MAA000923.3_9_M.1.1,oligodendrocyte,0
D8.MAA000926.3_9_M.1.1,oligodendrocyte,0
D8.MAA000928.3_9_M.1.1,oligodendrocyte,6
D8.MAA000941.3_8_M.1.1,oligodendrocyte,0
D9.B003275.3_38_F.1.1,oligodendrocyte precursor cell,5
D9.B003290.3_38_F.1.1,endothelial cell,1
D9.MAA000553.3_10_M.1.1,endothelial cell,1
D9.MAA000560.3_10_M.1.1,oligodendrocyte,0
D9.MAA000615.3_10_M.1.1,oligodendrocyte,0
D9.MAA000923.3_9_M.1.1,oligodendrocyte,0
D9.MAA000925.3_9_M.1.1,oligodendrocyte,0
D9.MAA000926.3_9_M.1.1,astrocyte,2
D9.MAA000928.3_9_M.1.1,Bergmann glial cell,6
D9.MAA000935.3_8_M.1.1,oligodendrocyte,0
D9.MAA001895.3_38_F.1.1,endothelial cell,1
E1.B003274.3_38_F.1.1,oligodendrocyte,6
E1.B003290.3_38_F.1.1,endothelial cell,1
E1.MAA000560.3_10_M.1.1,astrocyte,2
E1.MAA000926.3_9_M.1.1,oligodendrocyte precursor cell,5
E1.MAA000932.3_11_M.1.1,endothelial cell,1
E1.MAA000935.3_8_M.1.1,oligodendrocyte,5
E1.MAA000941.3_8_M.1.1,oligodendrocyte,0
E1.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,5
E1.MAA000944.3_9_M.1.1,oligodendrocyte,6
